epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5846.41,1.91623,1.64145,1.46275,0.55001,0.54363,0.505,0.21208,1.88149,1.85406,1.5627,0.000663366,0.000663366,0.000663366
